party-id;communication-id;content;content-type;channel;communication-date;record-date
3d90ab94-7c1f-48aa-85d1-78af41cd87da;18ea8049-4788-4c8f-8691-efe21f9cb0aa;How can I get a quote or purchase a new product?;text;email;2023-11-20 10:32:46;2023-12-26 18:50:26
3d90ab94-7c1f-48aa-85d1-78af41cd87da;dbe66aa8-6191-4438-b28a-c692a619f70e;How can I enroll or opt out of paperless statements or notifications?;text;email;2023-12-08 01:40:39;2023-12-26 18:50:26
3d90ab94-7c1f-48aa-85d1-78af41cd87da;d5c9110b-d473-41e3-b5cc-10f9156de9bc;How can I get a confirmation or receipt for my payment?;text;email;2023-12-26 10:54:13;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;6060c756-73f2-422f-b4d7-6e8f4273ec69;How can I renew or cancel my policy?;text;email;2023-10-15 03:46:25;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;dcdb309e-5e5c-4fbf-b206-2fb56db9d169;How do I change my order?;text;email;2023-10-15 03:46:31;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;e56720f0-a4d0-4eeb-9d42-7fe89e71208c;I’m very impressed with your product. It works flawlessly and has all the features I need. How can I leave a positive review?;text;email;2023-11-02 17:57:12;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;9a1a8f5b-c937-4fb8-9014-89f1b7f715bf;You have exceeded my expectations. Your product is amazing and your support is outstanding. How can I share my feedback with other potential customers?;text;chat;2023-11-02 17:57:19;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;0abe78ad-9789-46f5-8687-109d75c6730f;Blood happy interview born president color theory probably after decade science rock later difference scientist behavior at when employee.;text;email;2023-11-20 18:22:44;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;d93ab8f7-352e-4324-bb33-b1e848d348d4;Five above dream difficult protect leg speak brother mission.;text;email;2023-11-20 18:22:52;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;9047e153-5eb4-4853-9e8b-50fc3c7685c1;How can I redeem or earn rewards or points with my card?;text;chat;2023-12-08 17:50:08;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;f5de1a29-2d28-45ba-bd90-e726736f9bad;How can I get a discount or lower my premium?;text;email;2023-12-08 17:50:12;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;8201c6cc-b335-4349-aabf-05eebc3e6a85;How can I contact you if I have a question or complaint?;text;email;2023-12-26 23:24:06;2023-12-26 18:50:26
c580c20b-4a93-400c-8028-15fee8d48727;83d3a663-23eb-4689-85e7-53d65875f162;Could you please clarify this for me?;text;chat;2023-12-26 23:24:06;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;63228b8f-91e5-4a78-aa2c-a5ba5888a204;Explain serve reach team significant close partner start behind visit very create.;text;email;2023-10-15 15:54:27;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;35268bda-fa7c-4e96-85c2-7cc804370a95;Sit white foreign prepare certain author side gun sing bring relationship.;text;chat;2023-10-15 15:54:31;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;6a3a47a0-014b-4fff-9f40-21a3ffbe1ed1;What is the warranty period?;text;email;2023-11-02 04:32:05;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;8a78f0f1-4c2e-4d44-a7df-a4b5818f6723;What are the documents or proofs required for filing a claim?;text;email;2023-11-20 16:56:12;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;c3a447e1-a50c-4415-ac2a-0483f8df5faa;How can I compare different insurance plans and prices?;text;email;2023-11-20 16:56:18;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;fb11696a-ea46-4a06-be3b-279d738ab39f;How can I get a confirmation or receipt for my payment?;text;chat;2023-12-08 14:59:10;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;90788352-a3b6-4b8c-abc6-d80794ff6928;How do I change my order?;text;email;2023-12-08 14:59:22;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;4091ce1a-a0bb-4a78-9bd5-5c62b502579c;Like sure police ready seem carry ability hour whose friend impact contain because throw.;text;chat;2023-12-26 14:02:54;2023-12-26 18:50:26
b8c26df2-b3ce-419a-a658-47c97d88a60e;daced2b6-6746-468e-8522-b82deb6e7d30;Knowledge enough environmental window fly project fly knowledge husband around story well form media consider.;text;email;2023-12-26 14:03:06;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;4e27afe4-aaa2-4ea5-8028-08090d1413d9;How can I get a confirmation or receipt for my payment?;text;email;2023-10-15 01:34:17;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;2c588a00-f9fc-46ac-b031-1cee951fb675;How can I update my contact or mailing address?;text;email;2023-10-15 01:34:25;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;af7348f5-439e-484b-8dd4-bc065a066805;I’m sorry, I didn’t understand what you meant.;text;email;2023-11-02 02:27:37;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;be659f3f-4e5a-4122-93c9-1651f7cf2c8c;How can I check my balance or transaction history?;text;email;2023-11-02 02:27:49;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;bd58469e-368a-4eb0-a772-010cb336987a;I’m sorry, I’m still having trouble with this.;text;email;2023-11-20 07:17:09;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;124c7d08-f6da-4503-afbc-10db9d8ba410;How can I get a copy of my policy document or certificate?;text;email;2023-11-20 07:17:10;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;bed167f3-09cf-4985-b8d5-01a477e7ddfd;How can I update my personal or payment information?;text;email;2023-12-08 15:54:11;2023-12-26 18:50:26
afea9f83-b980-480b-91c9-d0a3f3da2982;32a9b272-59a7-48bf-9250-5e2243f71b19;You have made me a very happy customer. Your product is exactly what I was looking for and your support is top-notch. Do you have any other products or services that I might be interested in?;text;email;2023-12-26 14:44:17;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;dc95a929-9f73-42eb-b39d-430d28014f26;I’m having difficulty accessing the website.;text;email;2023-10-12 21:09:31;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;8bb4a462-01c3-470d-98ae-507f906942bb;What are the documents or proofs required for filing a claim?;text;email;2023-10-30 15:06:53;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;2f650dd9-b7c7-48e4-b0f8-cd69aa37b5e2;I’m very impressed with your product. It works flawlessly and has all the features I need. How can I leave a positive review?;text;email;2023-11-17 13:18:28;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;f67d4249-a4f7-46f5-8538-93079392512c;How can I update my personal or payment information?;text;email;2023-12-05 20:41:11;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;c055fd1f-3bd1-4853-85f8-94131ec9acbd;How can I add or remove an authorized user or joint account holder?;text;email;2023-12-05 20:41:20;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;8447ceb4-1109-4cb5-b58a-eea6cfc494f0;I just wanted to say thank you for your amazing service. You really made my day!;text;email;2023-12-23 22:40:52;2023-12-26 18:50:26
7a6cead6-4210-4921-a648-db926c6ec91a;217e3862-ef6e-4342-9196-48baa537e9b6;You are awesome! You solved my problem in no time and were very friendly and helpful. Can I speak to your supervisor and praise your work?;text;email;2023-12-23 22:40:59;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;fc8640d2-4176-4da0-bd17-0e7ece7eef4b;You promised me a delivery by yesterday, but I still haven’t received my order! Where is it?;text;email;2023-10-06 08:58:39;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;0df0ed2e-0f2e-48b0-af96-dd5b5e9882dd;You charged me twice for the same service! This is unacceptable! I want a refund immediately!;text;chat;2023-10-06 08:58:50;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;aa5e149e-3751-4f02-aacf-6e24b3c2d5eb;You are the best! You answered all my questions and gave me some great tips and advice. Can I subscribe to your newsletter or blog to get more updates?;text;email;2023-10-15 04:01:32;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;c7ac11a9-a695-4f59-b7fc-0aa020db4271;I’m very happy with your service. You delivered on time, the quality was excellent, and the price was fair. Do you offer any discounts or coupons for loyal customers?;text;chat;2023-10-15 04:01:40;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;d45c9684-406f-48d6-a99e-59cd69256617;I’m blown away by your product. It has transformed the way I work and saved me so much time and hassle. How can I spread the word about your amazing solution?;text;email;2023-10-15 04:01:49;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;d1ad5f50-47db-4799-86ac-5459aa0319a9;I love your company. You always go above and beyond to meet my needs and expectations. Do you have a referral program that I can join?;text;chat;2023-10-24 11:00:18;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;2d841eca-b745-4054-b9db-eab93ea73486;I’m thrilled with your service. You exceeded my expectations and delivered more than I asked for. How can I show my appreciation and gratitude to you and your team?;text;email;2023-10-24 11:00:22;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;f50e5d7f-ca7c-4231-8c2e-d4ad19301cae;You are the best! You answered all my questions and gave me some great tips and advice. Can I subscribe to your newsletter or blog to get more updates?;text;email;2023-10-24 11:00:30;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;0d61395e-fe58-4cbf-9c50-977cfdeeca52;How can I transfer or assign my policy to someone else?;text;email;2023-11-02 20:35:23;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;6495e2f9-9e06-4922-bef4-a40a18ce196d;What payment methods do you accept?;text;email;2023-11-02 20:35:32;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;8a71dcfb-4866-4150-8c62-d72c59f30ac0;How can I transfer or assign my policy to someone else?;text;email;2023-11-02 20:35:33;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;014d9381-84ac-4a99-98ae-4b284cb50b90;How can I add or remove an authorized user or joint account holder?;text;email;2023-11-11 16:55:11;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;801f1917-e304-43f9-ace2-2e92173d75a2;How can I get a confirmation or receipt for my payment?;text;email;2023-11-11 16:55:14;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;e75c0537-52fc-4b54-a44c-6f3643268346;I want to speak to someone who can fix this immediately.;text;email;2023-11-20 20:44:12;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;90b0eecd-8bfb-428a-ad34-432c3cd7357a;I want to know why my account was deleted.;text;chat;2023-11-20 20:44:24;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;f04cdbd4-7aea-42d1-8d75-4e726ee0b5ec;I want to speak to someone who can fix this immediately.;text;email;2023-11-20 20:44:27;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;5fdb8648-b1df-4c5c-895c-63e52467c115;I’m sorry, I didn’t understand what you meant.;text;chat;2023-11-29 10:45:20;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;c799374d-759e-46ff-af6f-236762258504;Can you please guide me through the process?;text;chat;2023-11-29 10:45:26;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;5814e234-d3fa-462d-890a-291328401535;How can I transfer or assign my policy to someone else?;text;email;2023-11-29 10:45:30;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;973a7150-933a-4e8c-9d3d-140e3ca82252;What are the shipping options?;text;chat;2023-12-08 04:19:58;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;d19e9820-683c-45e1-bf59-c3c0dda69d7d;How can I manage or update my preferences or profile?;text;email;2023-12-08 04:19:58;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;338f3f90-43ad-4434-b651-7becb990d86a;How can I compare different insurance plans and prices?;text;email;2023-12-08 04:20:05;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;71110c77-11b1-4fc9-9149-00a039a26313;How can I add or remove an authorized user or joint account holder?;text;chat;2023-12-08 04:20:14;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;e35110f2-478b-44b0-8b75-f49ef6c27c29;You are the best! You answered all my questions and gave me some great tips and advice. Can I subscribe to your newsletter or blog to get more updates?;text;email;2023-12-17 16:31:33;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;662a577d-07ec-4928-94e0-3ab589c54b0b;You have exceeded my expectations. Your product is amazing and your support is outstanding. How can I share my feedback with other potential customers?;text;email;2023-12-17 16:31:43;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;346c5e8f-f063-4c53-b4bf-7ddc8c9beca7;You have made me a very happy customer. Your product is exactly what I was looking for and your support is top-notch. Do you have any other products or services that I might be interested in?;text;chat;2023-12-17 16:31:55;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;5979a2b5-1905-4657-ae5e-d254108ffbe9;You are a gem. You answered all my queries and addressed all my concerns with patience and clarity. How can I express my satisfaction and admiration for your service and expertise?;text;email;2023-12-17 16:32:03;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;ef21083a-0380-4b30-a2d6-0f5c86e2c937;What payment methods do you accept?;text;chat;2023-12-25 08:33:15;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;ee005c01-ebb1-4505-8afb-089b455395b0;What are the different types of insurance products you offer?;text;chat;2023-12-25 08:33:18;2023-12-26 18:50:26
aa5a4fc1-490c-49fe-a5f3-704b4e3c3b7f;433101f7-a9d9-4479-b2d7-c27973cb4af2;What is the warranty period?;text;email;2023-12-25 08:33:20;2023-12-26 18:50:26
152cfce9-c06e-4d24-a930-93c729837714;aa217c5d-fb1a-4838-b404-823c50c23f10;Can you please guide me through the process?;text;chat;2023-10-15 18:30:48;2023-12-26 18:50:26
152cfce9-c06e-4d24-a930-93c729837714;b47b5022-5065-491c-8ff8-e8d3ba3d1dc9;How can I create or print a shipping label or invoice?;text;chat;2023-10-15 18:30:52;2023-12-26 18:50:26
152cfce9-c06e-4d24-a930-93c729837714;6535291b-af0f-4385-a5dd-ca37167ba08e;You have been very patient and informative with me. I appreciate your professionalism and expertise. Can you send me some additional resources to learn more about your product?;text;email;2023-11-02 06:45:14;2023-12-26 18:50:26
152cfce9-c06e-4d24-a930-93c729837714;8a54323f-49ea-41c5-822a-dde7f1a131cf;How can I access or manage my card account online or on the app?;text;email;2023-11-20 21:09:38;2023-12-26 18:50:26
152cfce9-c06e-4d24-a930-93c729837714;e3093ae6-16b2-4b9d-9928-211dd60d32b8;How can I get a customs clearance or declaration for my shipment?;text;email;2023-12-08 02:10:51;2023-12-26 18:50:26
152cfce9-c06e-4d24-a930-93c729837714;78749d80-de2f-4c45-8f0c-213b0678ec5e;I want to know why my account was disabled.;text;email;2023-12-26 15:42:14;2023-12-26 18:50:26
2d3046c5-2624-4968-9fae-7c60d875a69d;734b0540-0b55-4487-bd49-c902c4946894;I want to speak to your manager.;text;email;2023-10-15 18:54:06;2023-12-26 18:50:26
2d3046c5-2624-4968-9fae-7c60d875a69d;b1cb141f-3022-42a8-a3d7-dd7257f00283;How can I contact you if I have a question or complaint?;text;email;2023-11-02 03:04:53;2023-12-26 18:50:26
2d3046c5-2624-4968-9fae-7c60d875a69d;68cac298-90ba-43e4-a3d7-15680b1bb4da;If born open recognize number agent want customer nearly join better sense wind themselves reduce camera place goal some herself expert.;text;chat;2023-11-20 18:55:42;2023-12-26 18:50:26
2d3046c5-2624-4968-9fae-7c60d875a69d;b3160691-59b7-49ea-8038-0d7b9c5a0d8e;Brother executive onto teach blue hair behavior ok car future.;text;email;2023-12-08 17:55:48;2023-12-26 18:50:26
2d3046c5-2624-4968-9fae-7c60d875a69d;fab88a45-1c52-47da-9840-4ff2d2c0697d;Modern instead west might could design nice fire environment money control two owner general final wrong describe myself possible.;text;email;2023-12-08 17:55:58;2023-12-26 18:50:26
2d3046c5-2624-4968-9fae-7c60d875a69d;bfd72845-4fe2-472d-a82b-fb975c3a4c2f;How can I open or close a bank account?;text;email;2023-12-23 20:31:34;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;ef84f6da-e2b5-4d7b-ad5e-3dede768d7b9;I’m thrilled with your service. You exceeded my expectations and delivered more than I asked for. How can I show my appreciation and gratitude to you and your team?;text;email;2023-10-12 17:00:20;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;714e695e-00b7-44f3-a4f8-cb6307c0bd31;You have exceeded my expectations. Your product is amazing and your support is outstanding. How can I share my feedback with other potential customers?;text;email;2023-10-12 17:00:22;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;8d64d82f-a91d-4983-a166-e4d7c5db745e;How can I change or reset my password or PIN?;text;email;2023-10-30 13:52:34;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;b0f1b89d-6318-468a-9d71-54b893315ba0;I’m sorry, I didn’t understand what you meant.;text;email;2023-10-30 13:52:43;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;2bc09b16-597d-4dc5-b918-b1d407f162da;I’m having difficulty accessing the website.;text;email;2023-11-17 07:36:42;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;17ae589d-917d-4364-abd1-d558c41199a0;You are the best! You answered all my questions and gave me some great tips and advice. Can I subscribe to your newsletter or blog to get more updates?;text;email;2023-12-05 12:03:07;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;fd0f2ca4-e8cb-423b-8ebd-1523000001c6;I’m very content with your product. It is high-quality, durable, and has a great design. How can I share my experience and opinion with other customers and potential buyers?;text;chat;2023-12-23 08:23:39;2023-12-26 18:50:26
f7817fdb-6186-4c81-86d7-269a6597abe6;e6ce4007-81e0-41e6-aaf9-8258e8a28edb;You are awesome! You solved my problem in no time and were very friendly and helpful. Can I speak to your supervisor and praise your work?;text;email;2023-12-23 08:23:50;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;82ae4255-0ce0-449a-afbb-8488828be099;How can I file a claim in case of an accident or emergency?;text;email;2023-10-13 09:41:22;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;76aadb1d-f8da-4621-857a-81399088e52b;How can I set up or change a payment plan or due date for my card?;text;email;2023-10-31 02:02:48;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;131a11cd-2268-4909-88c3-ac84a4c7a02b;How can I get an extension or grace period for my payment?;text;email;2023-11-16 07:51:06;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;7a3c48de-6f21-4941-a9f6-27f88dc157ca;How can I request or replace a new or damaged card?;text;chat;2023-12-04 20:02:45;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;04dc3ad5-9686-45f4-8b63-a6c714e5f025;How can I dispute or resolve a charge or fee on my card?;text;chat;2023-12-04 20:02:55;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;5363140b-b279-43f3-9beb-d47f882aa366;What payment methods do you accept?;text;email;2023-12-19 19:22:33;2023-12-26 18:50:26
5caf389a-e689-4089-9093-2f7207cb6b01;aa0a72bb-5f5f-42ad-8bd3-1abce6f0fd82;How can I apply for a refund or compensation for my shipment?;text;email;2023-12-19 19:22:34;2023-12-26 18:50:26
eba4e05e-b8be-42ea-b6ce-dcd0aad1768b;2532850e-b077-47ba-9f18-fdce91abfe0a;Well north kid out form nearly board enough occur more.;text;chat;2023-10-15 02:06:21;2023-12-26 18:50:26
eba4e05e-b8be-42ea-b6ce-dcd0aad1768b;28a9b366-7a1f-4dda-9119-8e5b721269b0;How can I access or download my insurance card or ID?;text;email;2023-11-02 18:02:44;2023-12-26 18:50:26
eba4e05e-b8be-42ea-b6ce-dcd0aad1768b;83799cf2-5d20-450a-a90b-d7461f00af9f;How can I enroll or opt out of paperless statements or notifications?;text;email;2023-11-02 18:02:47;2023-12-26 18:50:26
eba4e05e-b8be-42ea-b6ce-dcd0aad1768b;f28f5e95-8fb3-4b41-9ba8-2fef44226163;How can I get a quote or purchase a new product?;text;email;2023-11-20 20:53:17;2023-12-26 18:50:26
eba4e05e-b8be-42ea-b6ce-dcd0aad1768b;dd89e6a8-63d6-486d-8ef7-6401847c7756;Rest policy where everybody low charge according address almost old sure.;text;email;2023-12-05 10:03:13;2023-12-26 18:50:26
eba4e05e-b8be-42ea-b6ce-dcd0aad1768b;d0c79a0c-5ce5-4793-a5d8-ad5444af18d7;Could you please clarify this for me?;text;email;2023-12-23 15:42:57;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;c3e0980a-8530-4e67-b677-d66c78e51968;How can I get a confirmation or receipt for my payment?;text;email;2023-10-15 16:32:33;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;8d20ac83-d622-4207-8e03-00efdb980954;How do I create an account?;text;chat;2023-11-02 11:13:15;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;77d75ac5-f6cd-42c0-aa5c-af5a3c01373d;How can I avoid or reduce interest or late fees on my card?;text;email;2023-11-02 11:13:15;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;fd8f2e98-7781-4078-8bde-a9951f6c36e7;How can I add or remove an authorized user or joint account holder?;text;email;2023-11-20 21:25:06;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;4240bca4-f94f-42f4-adbb-cb2485b4905c;Can you please guide me through the process?;text;email;2023-11-20 21:25:07;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;f1a223fc-9a0f-48e9-96e7-65e6fe8f71a6;You are the best! You answered all my questions and gave me some great tips and advice. Can I subscribe to your newsletter or blog to get more updates?;text;email;2023-12-08 20:47:01;2023-12-26 18:50:26
d653fb21-50c4-49c6-94ed-2089b9affd4e;064e0a1c-8600-4982-b61e-7a27dc6f7cb3;I love your company. You always go above and beyond to meet my needs and expectations. Do you have a referral program that I can join?;text;chat;2023-12-26 12:57:25;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;862e8c10-f23a-44a0-88b6-38f75df68834;How can I renew or cancel my policy?;text;email;2023-10-15 09:04:30;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;80b6d73b-9e42-4a79-9d7c-e10450790c99;I’m sorry, I didn’t understand what you meant.;text;email;2023-10-15 09:04:37;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;b48eb449-6f38-4d15-af1e-b7e19ec17578;How can I check the status of my claim?;text;chat;2023-11-02 22:28:32;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;6ab61454-80f3-425e-bb80-e5f91bc3675c;What is the warranty period?;text;chat;2023-11-02 22:28:43;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;fc7c57ab-25a4-42a7-ace0-ba1395b9262d;I want to know why I wasn’t informed about this issue.;text;chat;2023-11-20 09:26:13;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;06bd18b4-ee16-418a-94b6-5c06632e5c88;What is your return policy?;text;email;2023-12-08 09:15:42;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;1ffeb9f8-66aa-48a6-a889-b6edef63e71f;How can I enroll or opt out of paperless statements or notifications?;text;email;2023-12-08 09:15:54;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;ef74bcd2-310e-4fdf-a364-53a3fdb527dd;How can I access or manage my card account online or on the app?;text;email;2023-12-26 12:31:42;2023-12-26 18:50:26
2397e5b5-8cd5-414d-8345-070c53310596;dd44ad66-d4bd-45de-be22-ac43c2e2b783;I’m sorry, I’m still having trouble with this.;text;email;2023-12-26 12:31:53;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;7a03f474-6161-4a30-b5c3-f79ae45a93eb;How can I contact you if I have a question or complaint?;text;email;2023-10-15 08:41:33;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;ac21bec9-e182-46e0-a85b-392662250842;How can I get a discount or lower my premium?;text;email;2023-10-15 08:41:41;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;db02f3dc-5f74-4431-8532-f71c94557a83;Can red give few not argue forward quite magazine.;text;email;2023-11-02 11:21:08;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;a4d26ab3-9fe6-435b-9315-f31997ecce6a;You have been a joy to work with. You were friendly, courteous, and professional throughout our interaction. How can I provide you with positive feedback and recognition for your excellent service?;text;email;2023-11-20 22:36:59;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;ecbd98ce-c638-45d0-a98b-df453182fd1b;How can I request or replace a new or damaged card?;text;email;2023-12-08 03:30:21;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;539f38d9-dbf5-4e44-adbd-eae43e966616;What are the benefits and exclusions of my policy?;text;email;2023-12-08 03:30:32;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;36d4bcb5-02a1-460d-b333-4c16ec9beea5;How can I find an ATM or branch near me?;text;email;2023-12-26 16:04:11;2023-12-26 18:50:26
51b4bb29-9ae5-4d36-83e1-ea3b03d2778a;5e510ec2-3713-4d0c-85fa-fd7a28cdda29;I need help with a probably technical problem.;text;email;2023-12-26 16:04:12;2023-12-26 18:50:26
f0be8dea-778a-4fd5-b495-09aaaac24f47;3e3c5854-d9bf-47fc-bb83-3edb84f8fac2;Chair general apply interesting stay social result leader agree city traditional along.;text;email;2023-10-05 15:45:21;2023-12-26 18:50:26
f0be8dea-778a-4fd5-b495-09aaaac24f47;bb8e82b1-d7f6-4c08-b0ad-83f33bc673ff;Figure fight environment for admit exist there popular society machine race employee test sell total animal on.;text;chat;2023-10-05 15:45:32;2023-12-26 18:50:26
f0be8dea-778a-4fd5-b495-09aaaac24f47;21a52aed-e5b4-40cf-8071-e24d12241e0d;Get return treat local evidence stuff best stage share two page where only magazine them show exist heart.;text;chat;2023-10-05 15:45:32;2023-12-26 18:50:26
f0be8dea-778a-4fd5-b495-09aaaac24f47;61f4b832-89c3-4073-809e-56f2f901578f;How can I find or contact a service point or office?;text;email;2023-10-14 08:41:39;2023-12-26 18:50:26
f0be8dea-778a-4fd5-b495-09aaaac24f47;80b030a3-00ad-4bf8-a4a3-a7744744165f;How can I find a network provider or hospital near me?;text;chat;2023-10-14 08:41:40;2023-12-26 18:50:26
